x,y,z,angle0,angle1,angle2,angle3
-3.289125390795181,13.811819940303465,3.4059890480266635,-46.0,67.0,86.0,-22.0
9.544909199567995,7.842048910020678,4.8633741502933905,27.0,64.0,-45.0,-52.0
4.839581314988189,17.075927386905516,-1.296761905055836,-15.0,73.0,1.0,-12.0
12.812136502617332,-2.1481976826355402,-2.259125345931226,-10.0,0.0,-23.0,-30.0
10.543858877208995,8.360266397059231,-7.660561883579189,-36.0,20.0,27.0,-52.0
6.110352619272713,12.91949034010742,-8.108711801680561,-53.0,23.0,44.0,-19.0
10.37532128632248,4.777905530907278,9.019129194782526,41.0,35.0,-43.0,-6.0
9.780984977635669,12.977197244832556,-4.560948199370509,-25.0,29.0,26.0,-7.0
12.824554019028945,3.422935366144018,-6.818936328769813,-28.0,18.0,-21.0,-14.0
4.194445753122069,14.776885508801513,3.7766959196990095,42.0,38.0,68.0,-51.0
2.174562907443077,-2.8283458984470853,-5.382232064139079,-68.0,16.0,-76.0,-68.0
6.3181237788105085,15.11976475958464,-0.3311188364828354,-3.0,75.0,3.0,-57.0
11.068832579589099,1.882709051515861,7.750480011409515,35.0,26.0,-45.0,-13.0
2.910527284185417,2.4713548220892165,10.862235701395438,75.0,23.0,-11.0,-90.0
6.456664560573143,15.063849661013162,0.0,0.0,72.0,8.0,-59.0
3.315057515810309,-2.9443641991379956,-3.315057515810309,-45.0,14.0,-83.0,-68.0
0.8579166770853859,13.40455983867336,6.987170624520195,83.0,67.0,15.0,-83.0
-2.513065143947992,15.0881703840815,1.7596671578044534,-35.0,81.0,73.0,-71.0
9.384575904665288,10.994507128035925,2.5145895349636365,15.0,50.0,16.0,-83.0
6.202510030662372,13.581903694848348,-3.1603367113669485,-27.0,51.0,47.0,-84.0
3.8023089296016463,14.190298109186148,-8.540125681629675,-66.0,38.0,31.0,-24.0
6.229155457866861,16.18366065577386,-0.21752690187243096,-2.0,81.0,-24.0,-7.0
3.9293699657847925,13.19752325709749,-7.088771066405005,-61.0,80.0,-28.0,-47.0
7.423507075902289,-2.915251807362471,5.79987937667337,38.0,21.0,-79.0,-15.0
7.861908038225691,12.48354849096567,0.13723011526690515,1.0,85.0,-37.0,-51.0
3.228795316497381,10.953181890960131,-9.37710247996044,-71.0,1.0,74.0,-26.0
7.160730072088068,13.796563757075097,-0.8792270976455578,-7.0,38.0,62.0,-67.0
0.10305414796264221,14.818402259508723,5.903968182670348,89.0,29.0,63.0,-14.0
4.275605304256425,-0.6227150127766197,-5.472525231743354,-52.0,35.0,-78.0,-71.0
-2.294768484833332,14.471765713694042,2.937169719982813,-52.0,62.0,76.0,-3.0
6.759951829020367,0.6413833271825449,-9.654211730288146,-55.0,34.0,-66.0,-18.0
10.89653448780167,8.041342457118,0.9533232394019069,5.0,69.0,-62.0,-24.0
7.247440428552808,7.932547848669552,-8.049098040429797,-48.0,54.0,-22.0,-72.0
10.682875138508166,11.315648206136744,-5.680185468406719,-28.0,20.0,25.0,-2.0
12.741033770222874,4.050055029307591,-3.6534326434085562,-16.0,21.0,-2.0,-62.0
2.689617617377831,12.398595634989567,-7.811216741177221,-71.0,70.0,-7.0,-73.0
0.30031757712216395,15.472019310574279,-1.8961305574386005,-81.0,69.0,58.0,-81.0
4.650513259525985,6.021956765829502,5.9523855319332455,52.0,88.0,-85.0,-57.0
0.24859099273180288,13.85285112825696,-7.1187146317193175,-88.0,64.0,20.0,-77.0
6.767527446103889,3.5680303312963555,7.007979819850253,46.0,63.0,-80.0,-39.0
-3.3987314377330256,14.42232873408572,4.3501778637979385,-52.0,76.0,71.0,-13.0
3.025975723896684,16.225889661087997,-5.241143696259067,-60.0,76.0,-5.0,-29.0
10.421031116910264,2.6692268736924345,0.5461430986767375,3.0,51.0,-68.0,-45.0
1.5259573051088022,3.893451531438843,-14.518513942388477,-84.0,17.0,-15.0,-17.0
5.134984322298683,1.1698808329133357,-13.377091505394409,-69.0,5.0,-7.0,-31.0
0.8130109291976466,12.894310006760243,-9.292757443445703,-85.0,25.0,57.0,-45.0
5.1764147786423305,10.12989648376796,-8.61500090823043,-59.0,0.0,82.0,-49.0
12.67026852519647,6.9723296008131195,6.736901276530538,28.0,7.0,15.0,-2.0
6.182111934984684,13.772996126472336,0.0,0.0,90.0,-26.0,-60.0
2.9783495269892333,11.116815050902716,-9.166417307168466,-72.0,37.0,43.0,-86.0
12.044173866845664,7.05925541763233,1.265893683681659,6.0,19.0,35.0,-83.0
3.8384812917736304,6.27748824888774,-9.500574582353316,-68.0,51.0,-26.0,-86.0
5.810767659560917,14.51506236008335,4.539869251385024,38.0,29.0,56.0,-20.0
8.470198840903373,9.74777333644411,-5.500611443175403,-33.0,56.0,-7.0,-79.0
6.23683624881368,8.42004181935658,-10.379838603680579,-59.0,50.0,-24.0,-46.0
7.853628427101978,-1.3739397793179045,-9.359589892898796,-50.0,13.0,-39.0,-36.0
-2.786152923581859,15.643041505779117,-2.690556603198913,44.0,74.0,65.0,-23.0
5.396265752276745,13.609834906800936,1.2458261130609583,13.0,81.0,2.0,-87.0
8.046741574917172,8.364971408915276,-5.028162192900334,-32.0,80.0,-66.0,-40.0
0.3864175006569814,5.267909139142907,7.373285148566148,87.0,72.0,-66.0,-88.0
-0.6695236963283457,16.546138332846198,-0.7979072704262609,50.0,73.0,57.0,-46.0
-0.7253472312782975,14.145468930332825,1.7952973962988237,-68.0,48.0,89.0,-12.0
10.441466969597652,-1.6670640089419058,-3.8003831790072713,-20.0,23.0,-70.0,-10.0
4.239656761168082,10.298978517519163,-12.312857283396188,-71.0,35.0,-6.0,-8.0
2.534941438529219,14.163626412709343,3.6202715626434907,55.0,26.0,86.0,-35.0
4.436171224976766,11.432141452189644,-8.343224627621659,-62.0,40.0,40.0,-85.0
11.971455735367066,0.7809402751898888,4.836782078512997,22.0,0.0,14.0,-73.0
12.27518410733223,0.6156150208360427,0.0,0.0,9.0,-4.0,-75.0
10.489186691320837,-1.8453289655674987,2.0388913516621865,11.0,23.0,-68.0,-21.0
6.343892962551992,14.251591423649286,0.44360821018213237,4.0,38.0,67.0,-62.0
4.050438221807765,14.64653801513516,1.0853116505255433,15.0,47.0,74.0,-73.0
2.261545263444262,6.0874570622605315,8.440201826790728,75.0,77.0,-72.0,-58.0
1.007990655393752,-0.6588366373988914,8.209425093687875,83.0,31.0,-66.0,-69.0
5.3642134743106595,3.370131390786226,12.04822072637424,66.0,5.0,26.0,-74.0
9.70127870035121,11.542808021588133,5.829116325251915,31.0,59.0,-29.0,-17.0
7.858460384147282,8.814242925269616,-4.004085559566805,-27.0,74.0,-41.0,-75.0
0.47301454976273327,15.033647880177753,-0.9698235485014334,-64.0,51.0,85.0,-59.0
1.0536248073712855,11.761132809482387,12.042986655740645,85.0,30.0,13.0,-7.0
8.743340336032468,3.978388245245064,-5.047969896624856,-30.0,62.0,-75.0,-40.0
0.7463527645321989,14.842000918848754,-6.0785554718267765,-83.0,30.0,62.0,-18.0
7.199543441561255,12.6603878554926,1.7950477876671878,14.0,33.0,72.0,-82.0
8.884462663960427,-3.2343217059888065,0.46561495834125843,3.0,0.0,-30.0,-81.0
1.2691387695620633,16.954085140187683,0.06651274451475911,3.0,59.0,44.0,-3.0
0.25584660139056187,14.786598386779797,-4.881843972224013,-87.0,84.0,2.0,-74.0
7.406347334056034,13.235357806524682,-6.906530622182704,-43.0,54.0,2.0,-38.0
7.692292027786674,14.960233749526063,-2.648668554654905,-19.0,39.0,36.0,-18.0
4.1062470106958555,4.76215903943484,6.0877615451297915,56.0,78.0,-81.0,-71.0
10.769727320536857,12.646986147679051,3.0881696150445133,16.0,39.0,14.0,-25.0
1.8496738549119212,-3.354915553784258,7.418636630540481,76.0,0.0,-38.0,-87.0
11.764495171852724,2.163311757574753,6.521166159530364,29.0,19.0,-18.0,-47.0
6.798717972242781,14.482131053507247,0.5948107490812009,5.0,68.0,14.0,-68.0
3.242656456940589,0.8830356918038231,9.417358154812598,71.0,39.0,-62.0,-57.0
10.291764980779602,10.523733263486612,6.941883132876477,34.0,21.0,31.0,-31.0
12.522962408060165,9.277770366365695,0.4373114836056911,2.0,51.0,-33.0,-17.0
1.738061410181327,6.940619042091885,-9.857036076940474,-80.0,59.0,-35.0,-78.0
13.667761688830105,0.7293197099856785,0.9557430013035392,4.0,16.0,-33.0,-21.0
3.0853771333677544,17.534231945995515,-1.002499800937806,-18.0,82.0,-1.0,-15.0
11.08858810520076,11.08072144283433,-4.035916010331345,-20.0,52.0,-18.0,-26.0
8.210903619693067,2.385778229489785,-7.1376296220864335,-41.0,35.0,-37.0,-74.0
6.650267073677251,14.428789186104146,0.8165501225285056,7.0,84.0,-20.0,-50.0
10.31648318910228,8.228630086667637,4.593194247291622,24.0,45.0,-4.0,-76.0
6.987903817735404,8.070828979605064,-11.182983765139749,-58.0,19.0,26.0,-51.0
4.087886515583583,9.371730778984338,-9.181543441547898,-66.0,70.0,-41.0,-54.0
10.608887785059297,0.9203991446024244,3.4470365964904572,18.0,29.0,-42.0,-62.0
8.851630131781588,7.950669151891622,7.970043569284764,42.0,6.0,61.0,-71.0
2.819080133366778,0.9858398415689416,-12.210777585351964,-77.0,19.0,-24.0,-57.0
5.66781488353617,11.475297624919712,6.754638749613164,50.0,30.0,64.0,-87.0
10.748456825768475,10.762023750210698,-0.9403681226525793,-5.0,6.0,65.0,-34.0
6.514537233037586,6.425285065463885,12.25206258365785,62.0,34.0,-26.0,-17.0
5.077092167121709,13.881658158676242,6.2696866806449805,51.0,78.0,-24.0,-40.0
1.8977402599033883,16.91237490052983,-4.470795881012382,-67.0,64.0,22.0,-24.0
1.570653398813516,17.51411663973081,1.7443873211812981,48.0,72.0,25.0,-23.0
11.156279656775181,5.3089596293020485,3.410816982009266,17.0,34.0,-7.0,-83.0
11.993395751764027,8.062837841435968,-2.9902894100952127,-14.0,31.0,14.0,-68.0
3.4550045627082886,8.262212643183968,12.894252568409623,75.0,40.0,-22.0,-20.0
9.915790079346655,7.970400750198164,-5.052347397271502,-27.0,52.0,-20.0,-69.0
2.4988024245345137,14.10038035760934,3.568659701841328,55.0,41.0,83.0,-75.0
9.679515814990676,13.216675602300864,3.523055638765567,20.0,47.0,13.0,-38.0
1.4348695842053503,15.484162503336353,2.941918620661517,64.0,69.0,46.0,-79.0
-1.2184210144229701,15.359430019366805,1.9498812202903038,-58.0,66.0,78.0,-44.0
2.0354881284587845,15.147235344722194,1.5902976176899073,38.0,59.0,69.0,-78.0
4.025444620708999,2.03079307189916,9.483353233189797,67.0,50.0,-74.0,-38.0
2.454588627376928,16.004579390750244,3.505515855560222,55.0,44.0,56.0,-22.0
4.170057600884977,-1.1545286506674013,10.321254745939108,68.0,1.0,-4.0,-85.0
11.701667643693842,0.8639707269265586,-7.5991518208884035,-33.0,1.0,4.0,-47.0
1.1517322420115823,5.427932392371157,-13.164359764968976,-85.0,40.0,-37.0,-28.0
4.25685206252494,15.726679048934932,-2.9806799032235136,-35.0,89.0,-18.0,-41.0
2.5674772342516704e-16,-3.211989739427312,-4.193008524644408,-90.0,2.0,-71.0,-85.0
0.48258910321562676,11.111042953443341,9.208348642465529,87.0,21.0,72.0,-79.0
9.159695874759189,5.856434541846384,7.156338730122227,38.0,55.0,-51.0,-41.0
5.209310461440616,6.493082930932092,-7.439666352007259,-55.0,70.0,-56.0,-71.0
4.697396617460964,4.043591577213622,8.136129604744575,60.0,67.0,-80.0,-44.0
3.177356102594428,15.55212245492989,-4.0668303560133525,-52.0,52.0,52.0,-56.0
7.3170532155375785,12.679817963830294,2.519463470019525,19.0,73.0,-7.0,-75.0
4.576117248294802,2.983876666855615,7.615938045167349,59.0,63.0,-82.0,-50.0
7.36586765256534,-1.2669157610188901,-6.180696830568234,-40.0,34.0,-86.0,-15.0
9.873051609268838,11.66612582671586,5.030571059094397,27.0,22.0,45.0,-40.0
0.8768577354429212,1.1788470087333178,10.022529778193464,85.0,37.0,-54.0,-66.0
7.690598359173634,10.33907309051513,-7.426724507003679,-44.0,62.0,-25.0,-51.0
0.03257764395369578,14.436325550777482,0.14110927882645274,77.0,65.0,85.0,-89.0
7.386038660362916,10.278614802169773,-6.420585452451411,-41.0,68.0,-28.0,-62.0
-6.004681592797675,13.736404750308484,3.6079766989118083,-31.0,84.0,64.0,0.0
4.037715754777801,3.6388452943490206,11.09353286242818,70.0,35.0,-27.0,-69.0
5.254673567614885,11.269356858773397,8.09148772305274,57.0,80.0,-58.0,-15.0
2.496140717487127,14.768968394585908,2.4104950712161943,44.0,43.0,81.0,-62.0
12.435686565216024,6.964096758079178,-3.100564895289085,-14.0,9.0,44.0,-67.0
0.13910356169968907,0.1263021153524253,7.969237712477125,89.0,36.0,-67.0,-76.0
14.09361428243922,5.011569829460788,4.579292871473902,18.0,5.0,9.0,-10.0
-2.5964099373802867,15.80656969306196,-0.18155866941945298,4.0,65.0,63.0,-7.0
10.915845540506671,-3.3164841807361065,0.3811897259275558,2.0,11.0,-67.0,0.0
8.50149546635973,-1.3331694736529456,-9.779851798632876,-49.0,11.0,-43.0,-13.0
7.525936920133085,15.176637666819113,0.6584341629228521,5.0,79.0,-31.0,-8.0
8.271308982209995,12.8754259046625,1.0155890414729047,7.0,39.0,53.0,-76.0
1.7666375303679183,17.610598606598536,0.6781486108520309,21.0,75.0,23.0,-23.0
8.255279684707226,9.673019009999798,-4.026368929957423,-26.0,82.0,-58.0,-43.0
9.673259212326967,-0.7952297624274909,-0.8463005204263184,-5.0,18.0,-38.0,-80.0
9.307604987363694,14.461513035955655,2.320646562752618,14.0,53.0,0.0,-11.0
11.76075514656102,3.678930721415651,-3.595623685426548,-17.0,29.0,-16.0,-70.0
1.7862272191688089,2.8373455213174825,14.54765327198848,83.0,8.0,-3.0,-26.0
9.670862075892007,10.363410104388768,-3.1422535680091643,-18.0,58.0,-9.0,-71.0
5.197461949993208,9.824904035937399,-9.376469563993883,-61.0,45.0,11.0,-79.0
13.016953263394093,3.483212421972854,6.632468962578846,27.0,13.0,-8.0,-24.0
12.402434103231592,9.245882913400278,0.0,0.0,27.0,25.0,-58.0
5.1525725972075485,7.145168819568378,-10.564339390070847,-64.0,61.0,-61.0,-16.0
2.456407023098942,14.674696679966171,-3.6417731752270646,-56.0,74.0,29.0,-88.0
-1.5895287787223111,15.567463349866795,0.741209442375976,-25.0,59.0,73.0,-20.0
1.1599389468170938,7.72142505680186,13.258162830129294,85.0,42.0,-29.0,-19.0
4.389161189361737,12.994070759383145,4.87465734650773,48.0,22.0,87.0,-60.0
-3.6845630998875096,16.043704507495836,0.45240746233873286,-7.0,76.0,58.0,-19.0
8.056284028923889,4.382357666636018,-8.056284028923889,-45.0,51.0,-54.0,-46.0
8.317523872713293,14.033851644531762,-2.5429222416533115,-17.0,77.0,-40.0,-4.0
10.687958769977143,8.642073422405195,6.1706958729339245,30.0,2.0,58.0,-44.0
4.844856344721409,16.054015552621003,2.797179114809971,30.0,58.0,35.0,-45.0
3.6476207739167856,4.336117697207062,10.593459929245428,71.0,57.0,-70.0,-27.0
0.9692405445229089,16.170543913049723,0.9038314298638945,43.0,64.0,61.0,-58.0
6.34967103929571,15.291682664296708,-4.960906716047709,-38.0,43.0,26.0,-7.0
-0.7803680581121268,14.70397884011466,0.12359815813123448,-9.0,45.0,79.0,0.0
-6.682196728630153,10.708241102408307,5.411136217512608,-39.0,88.0,85.0,-9.0
12.467894847110056,10.655075962132992,-1.530864994185995,-7.0,26.0,21.0,-27.0
12.398818829007375,9.765443976705406,-2.410086236925018,-11.0,7.0,36.0,-2.0
6.954965875462154,2.8848229102173883,-12.547090575616847,-61.0,10.0,-1.0,-38.0
0.9669769541470061,1.9624648861564173,11.05259716146514,85.0,36.0,-45.0,-62.0
3.213176003530041,-3.4957573370198824,8.370609669732639,69.0,9.0,-53.0,-54.0
3.23901121235337,13.215541895260923,6.946081960499859,65.0,52.0,38.0,-83.0
3.633137912553903,13.160634146980954,7.130434635127342,63.0,23.0,71.0,-49.0
11.29047771933814,1.9384490406158892,-0.9877888062341162,-5.0,46.0,-78.0,-11.0
-1.6914220417943886,15.154760515006576,0.2982433417333516,-10.0,69.0,80.0,-65.0
-6.607288330875269,14.111375597324386,1.8946094412564989,-16.0,86.0,66.0,-16.0
1.4790369660650002,10.926713581211041,-10.5238948466259,-82.0,56.0,-8.0,-59.0
0.4793995714943101,8.138545469725205,13.72820755303223,88.0,35.0,-21.0,-7.0
5.14527524663924,8.747356789248157,-10.098171252769776,-63.0,5.0,69.0,-68.0
7.210046323391746,7.874951749736992,-9.923777405276056,-54.0,57.0,-58.0,0.0
10.140387150474961,5.7551657105201395,-1.606079543502096,-9.0,56.0,-42.0,-73.0
7.746881929532446,-3.0144508059452355,0.0,0.0,4.0,-42.0,-85.0
8.191277928174742,-1.2592430892911022,-7.120569268729082,-41.0,0.0,-3.0,-89.0
4.9697892265878405,3.861278005940119,13.654383679498938,70.0,1.0,20.0,-36.0
5.661061024202752,7.6399930400435005,12.714951239675246,66.0,33.0,-22.0,-5.0
4.154901985240698,15.312406318049387,0.07252408392275653,1.0,34.0,63.0,-4.0
4.905942246620706,14.963612060261065,-5.448600856126202,-48.0,39.0,48.0,-34.0
1.229410241770063,17.496505904353302,3.570466597274679,71.0,79.0,-6.0,0.0
1.3736786912209682,8.947444657867774,9.774231767798042,82.0,55.0,-8.0,-88.0
9.304300390147164,7.648150069131763,0.16240716742165895,1.0,81.0,-72.0,-40.0
8.66106224278611,13.128285475354712,-6.0645410713023296,-35.0,53.0,-4.0,-26.0
0.5323819701818083,2.864273213071591,-10.158453143121104,-87.0,52.0,-66.0,-52.0
12.722770794893297,1.700196648985471,-7.644611935565351,-31.0,3.0,-12.0,-3.0
5.809297145463116,3.322479408239617,-9.668294046071697,-59.0,50.0,-64.0,-36.0
0.15061138083328157,15.326147188424555,-2.873836344407328,-87.0,67.0,54.0,-82.0
1.5395485783174463,17.09037579433296,-2.119006828883232,-54.0,60.0,40.0,-17.0
3.546297678126183,17.230286045007595,1.8069289184882922,27.0,70.0,18.0,-24.0
4.546781222426615,10.17327782644222,8.923560593368023,63.0,11.0,76.0,-72.0
8.536740154136552,-1.0500112744473782,-9.820396173973702,-49.0,13.0,-46.0,-9.0
3.9449861887301836,14.529721877884459,-7.1169434783554575,-61.0,79.0,-37.0,-7.0
10.425410102010048,6.555852454070383,-5.5432888801776015,-28.0,43.0,-17.0,-69.0
-2.5932582642515642,14.824529597679131,0.5512140601716822,-12.0,70.0,84.0,-61.0
-1.7453019518056918,15.717103445266094,-3.425347945892494,63.0,88.0,59.0,-59.0
4.563339365555533,13.872699270153307,3.8290963785744108,40.0,22.0,80.0,-33.0
7.265726628978895,7.635423986124215,12.092199752977368,59.0,10.0,19.0,-12.0
8.399576141983445,13.628738684473065,-0.29331966228258755,-2.0,61.0,11.0,-63.0
9.789373946838346,3.294245703812626,7.37682238561081,37.0,22.0,-4.0,-79.0
3.332201285634487,1.3594588613303848,5.771541927765263,60.0,54.0,-86.0,-74.0
8.43783330523695,0.6070223169679991,-2.7416182344014888,-18.0,37.0,-61.0,-73.0
6.206803640353569,6.285389140838619,5.993840602921124,44.0,85.0,-87.0,-37.0
6.715660331510141,11.634528704709467,5.24684888951021,38.0,59.0,12.0,-89.0
4.705413834788667,-1.7184119418204733,-9.64752806168757,-64.0,14.0,-40.0,-58.0
3.635455993955995,16.63479891219174,-2.545573691797661,-35.0,63.0,33.0,-40.0
8.15669501548375,2.529625120341075,3.131061861196856,21.0,47.0,-57.0,-84.0
0.45686156464222477,16.11510586833717,2.350348997122636,79.0,47.0,62.0,-18.0
6.862662591466798,11.19902596248619,-6.62719622986791,-44.0,36.0,46.0,-86.0
3.7743160989078843,-0.18751926208290604,5.194900440680101,54.0,44.0,-90.0,-64.0
0.5769501107215569,17.126091847225354,-4.105213349154383,-82.0,87.0,-20.0,-5.0
12.234176116384873,4.362550732758498,-2.6004544101642733,-12.0,47.0,-61.0,-13.0
6.615282989500435,3.4717651152046622,4.462064717740874,34.0,67.0,-80.0,-66.0
9.4889434803757,8.699992715943845,9.4889434803757,45.0,36.0,-12.0,-22.0
